tanggal,nama_pasar,item_barang,jumlah,kebutuhan,satuan_item
2024-04-05,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-04-05,Pasar Buahdua,Beras Medium,20,10,kg
2024-04-05,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-04-05,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-04-05,Pasar Buahdua,Gula Pasir,50,30,kg
2024-04-05,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-04-05,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-04-05,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-04-05,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-04-05,Pasar Buahdua,Daging Ayam Ras,300,260,kg
2024-04-05,Pasar Buahdua,Telur Ayam Ras,40,30,kg
2024-04-05,Pasar Buahdua,Cabe Merah Keriting,10,6,kg
2024-04-05,Pasar Buahdua,Cabe Merah Biasa,5,2,kg
2024-04-05,Pasar Buahdua,Cabe Rawit Merah Domba,10,6,kg
2024-04-05,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-04-05,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-04-05,Pasar Buahdua,Cabe Rawit Hijau,10,5,kg
2024-04-05,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-04-05,Pasar Buahdua,Bawang Merah,10,7,kg
2024-04-05,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-04-05,Pasar Buahdua,Bawang Putih,10,5,kg
2024-04-05,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-04-05,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-04-05,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-04-05,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-04-05,Pasar Buahdua,Garam Beryodium Halus Kemasan,20,15,kg
2024-04-05,Pasar Buahdua,Kacang Kedelai Impor,5,2,kg
2024-04-05,Pasar Tanjungsari,Kentang,1440,720,kg
2024-04-05,Pasar Buahdua,Kacang Tanah,15,10,kg
2024-04-05,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-04-05,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-04-05,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-04-05,Pasar Tanjungsari,Tempe,330,264,Kg
2024-04-05,Pasar Tanjungsari,tahu,330,264,Kg
2024-04-05,Pasar Buahdua,Ubi Jalar,25,20,kg
2024-04-05,Pasar Tanjungsari,pisang,140,70,Kg
2024-04-05,Pasar Buahdua,Kentang,40,30,kg
2024-04-05,Pasar Tanjungsari,jeruk,175,105,Kg
2024-04-05,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-04-05,Pasar Buahdua,Terigu non Kemasan,50,40,kg
2024-04-05,Pasar Buahdua,Tempe,20,18,Kg
2024-04-05,Pasar Buahdua,tahu,20,15,Kg
2024-04-05,Pasar Buahdua,jeruk,20,10,Kg
2024-04-05,Pasar Buahdua,Beras Premium,25,15,kg
2024-04-05,Pasar Inpres,Beras Premium,2000,650,kg
2024-04-05,Pasar Inpres,Beras Medium,2000,740,kg
2024-04-05,Pasar Inpres,Gula Pasir,0,0,kg
2024-04-05,Pasar Inpres,Daging Sapi Murni,1000,860,kg
2024-04-05,Pasar Inpres,Daging Ayam Ras,2000,1620,kg
2024-04-05,Pasar Inpres,Telur Ayam Ras,5000,1340,kg
2024-04-05,Pasar Inpres,Cabe Merah Keriting,300,135,kg
2024-04-05,Pasar Inpres,Cabe Merah Biasa,500,125,kg
2024-04-05,Pasar Inpres,Cabe Rawit Merah Domba,500,145,kg
2024-04-05,Pasar Inpres,Cabe Rawit Hijau,300,190,kg
2024-04-05,Pasar Inpres,Bawang Merah,0,0,kg
2024-04-05,Pasar Inpres,Bawang Putih,0,0,kg
2024-04-05,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-04-05,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-04-05,Pasar Inpres,Kacang Tanah,0,0,kg
2024-04-05,Pasar Inpres,Kacang Hijau,0,0,kg
2024-04-05,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-04-05,Pasar Inpres,Ikan Kembung,0,0,kg
2024-04-05,Pasar Inpres,Ketela Pohon,0,0,kg
2024-04-05,Pasar Inpres,Ubi Jalar,0,0,kg
2024-04-05,Pasar Inpres,Ubi Jalar,0,0,kg
2024-04-05,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-04-05,Pasar Inpres,Kentang,0,0,kg
2024-04-05,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-04-05,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-04-05,Pasar Inpres,Terigu non Kemasan,5000,630,kg
2024-04-05,Pasar Inpres,Tempe,0,0,Kg
2024-04-05,Pasar Inpres,Tepung Terigu Kemasan,1000,510,Kg
2024-04-05,Pasar Inpres,tahu,0,0,Kg
2024-04-05,Pasar Inpres,pisang,0,0,Kg
2024-04-05,Pasar Inpres,jeruk,0,0,Kg
2024-04-05,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-04-06,Pasar Inpres,Beras Premium,5000,720,kg
2024-04-06,Pasar Inpres,Beras Medium,5000,860,kg
2024-04-06,Pasar Inpres,Gula Pasir,0,0,kg
2024-04-06,Pasar Inpres,Daging Sapi Murni,2000,1650,kg
2024-04-06,Pasar Inpres,Daging Ayam Ras,2000,1780,kg
2024-04-06,Pasar Inpres,Telur Ayam Ras,5000,1460,kg
2024-04-06,Pasar Inpres,Cabe Merah Keriting,400,138,kg
2024-04-06,Pasar Inpres,Cabe Merah Biasa,500,140,kg
2024-04-06,Pasar Inpres,Cabe Rawit Merah Domba,500,150,kg
2024-04-06,Pasar Inpres,Cabe Rawit Hijau,500,195,kg
2024-04-06,Pasar Inpres,Bawang Merah,0,0,kg
2024-04-06,Pasar Inpres,Bawang Putih,0,0,kg
2024-04-06,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-04-06,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-04-06,Pasar Inpres,Kacang Tanah,0,0,kg
2024-04-06,Pasar Inpres,Kacang Hijau,0,0,kg
2024-04-06,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-04-06,Pasar Inpres,Ubi Jalar,0,0,kg
2024-04-06,Pasar Inpres,Ikan Kembung,0,0,kg
2024-04-06,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-04-06,Pasar Inpres,Kentang,0,0,kg
2024-04-06,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-04-06,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-04-06,Pasar Inpres,Terigu non Kemasan,5000,720,kg
2024-04-06,Pasar Inpres,Tempe,0,0,Kg
2024-04-06,Pasar Inpres,Tepung Terigu Kemasan,1000,760,Kg
2024-04-06,Pasar Inpres,tahu,0,0,Kg
2024-04-06,Pasar Inpres,pisang,0,0,Kg
2024-04-06,Pasar Inpres,jeruk,0,0,Kg
2024-04-06,Pasar Inpres,jeruk,0,0,Kg
2024-04-06,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-04-06,Pasar Wado,Beras Premium,2100,440,kg
2024-04-06,Pasar Wado,Gula Pasir,250,198,kg
2024-04-06,Pasar Wado,Daging Sapi Murni,220,125,kg
2024-04-06,Pasar Wado,Daging Ayam Ras,400,380,kg
2024-04-06,Pasar Wado,Telur Ayam Ras,350,295,kg
2024-04-06,Pasar Wado,Cabe Merah Keriting,150,118,kg
2024-04-06,Pasar Wado,Cabe Merah Biasa,25,23,kg
2024-04-06,Pasar Wado,Cabe Rawit Merah Domba,150,115,kg
2024-04-06,Pasar Wado,Cabe Rawit Hijau,150,135,kg
2024-04-06,Pasar Wado,Bawang Merah,250,235,kg
2024-04-06,Pasar Wado,Bawang Putih,150,125,kg
2024-04-06,Pasar Wado,Garam Beryodium Halus Kemasan,80,50,kg
2024-04-06,Pasar Wado,Kacang Kedelai Impor,20,15,kg
2024-04-06,Pasar Wado,Kacang Tanah,100,75,kg
2024-04-06,Pasar Wado,Kacang Hijau,20,12,kg
2024-04-06,Pasar Wado,Ikan Asin Teri,30,27,kg
2024-04-06,Pasar Wado,Ikan Kembung,8,7,kg
2024-04-06,Pasar Wado,Ketela Pohon,150,120,kg
2024-04-06,Pasar Wado,Ubi Jalar,150,125,kg
2024-04-06,Pasar Wado,Kentang,150,130,kg
2024-04-06,Pasar Wado,Terigu non Kemasan,300,245,kg
2024-04-06,Pasar Wado,Tempe,80,75,Kg
2024-04-06,Pasar Wado,Tepung Terigu Kemasan,300,215,Kg
2024-04-06,Pasar Wado,tahu,40,36,Kg
2024-04-06,Pasar Wado,pisang,15,14,Kg
2024-04-06,Pasar Wado,jeruk,150,135,Kg
2024-04-06,Pasar Wado,udang basah ukuran sedang,6,6,Kg
2024-04-06,Pasar Parakanmuncang,Beras Premium,2800,2300,kg
2024-04-06,Pasar Parakanmuncang,Beras Medium,2500,2100,kg
2024-04-06,Pasar Darmaraja,Beras Premium,1000,550,kg
2024-04-06,Pasar Darmaraja,Beras Medium,900,450,kg
2024-04-06,Pasar Darmaraja,Gula Pasir,450,375,kg
2024-04-06,Pasar Darmaraja,Daging Sapi Murni,38,30,kg
2024-04-06,Pasar Darmaraja,Daging Ayam Ras,400,390,kg
2024-04-06,Pasar Darmaraja,Telur Ayam Ras,400,320,kg
2024-04-06,Pasar Darmaraja,Cabe Merah Keriting,200,105,kg
2024-04-06,Pasar Darmaraja,Cabe Merah Biasa,25,15,kg
2024-04-06,Pasar Darmaraja,Cabe Rawit Merah Domba,35,25,kg
2024-04-06,Pasar Darmaraja,Cabe Rawit Hijau,34,20,kg
2024-04-06,Pasar Darmaraja,Bawang Merah,240,130,kg
2024-04-06,Pasar Darmaraja,Bawang Putih,230,125,kg
2024-04-06,Pasar Darmaraja,Garam Beryodium Halus Kemasan,32,17,kg
2024-04-06,Pasar Darmaraja,Kacang Kedelai Impor,480,370,kg
2024-04-06,Pasar Parakanmuncang,Gula Pasir,1700,1550,kg
2024-04-06,Pasar Darmaraja,Kacang Tanah,40,9,kg
2024-04-06,Pasar Parakanmuncang,Daging Sapi Murni,500,460,kg
2024-04-06,Pasar Darmaraja,Kacang Hijau,9,3,kg
2024-04-06,Pasar Darmaraja,Ikan Asin Teri,55,25,kg
2024-04-06,Pasar Parakanmuncang,Daging Ayam Ras,1950,1900,kg
2024-04-06,Pasar Darmaraja,Ikan Kembung,55,25,kg
2024-04-06,Pasar Darmaraja,Ketela Pohon,15,10,kg
2024-04-06,Pasar Darmaraja,Ubi Jalar,60,20,kg
2024-04-06,Pasar Darmaraja,Kentang,940,380,kg
2024-04-06,Pasar Parakanmuncang,Telur Ayam Ras,1900,1800,kg
2024-04-06,Pasar Darmaraja,Kentang,940,370,kg
2024-04-06,Pasar Darmaraja,Terigu non Kemasan,900,525,kg
2024-04-06,Pasar Parakanmuncang,Cabe Merah Keriting,315,280,kg
2024-04-06,Pasar Parakanmuncang,Cabe Merah Biasa,350,275,kg
2024-04-06,Pasar Parakanmuncang,Cabe Rawit Merah Domba,370,250,kg
2024-04-06,Pasar Parakanmuncang,Cabe Rawit Hijau,300,250,kg
2024-04-06,Pasar Parakanmuncang,Bawang Putih,500,285,kg
2024-04-06,Pasar Parakanmuncang,Bawang Merah,600,450,kg
2024-04-06,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,400,340,kg
2024-04-06,Pasar Parakanmuncang,Kacang Kedelai Impor,230,156,kg
2024-04-06,Pasar Parakanmuncang,Kacang Tanah,275,225,kg
2024-04-06,Pasar Parakanmuncang,Kacang Hijau,200,150,kg
2024-04-06,Pasar Parakanmuncang,Ikan Asin Teri,45,30,kg
2024-04-06,Pasar Parakanmuncang,Ikan Kembung,26,23,kg
2024-04-06,Pasar Parakanmuncang,Ketela Pohon,150,100,kg
2024-04-06,Pasar Parakanmuncang,Ubi Jalar,200,150,kg
2024-04-06,Pasar Parakanmuncang,Kentang,1700,1350,kg
2024-04-06,Pasar Parakanmuncang,Ikan Bandeng Segar,25,21,kg
2024-04-06,Pasar Parakanmuncang,Ikan Tongkol Segar,24,20,kg
2024-04-06,Pasar Parakanmuncang,Terigu non Kemasan,1750,1600,kg
2024-04-06,Pasar Parakanmuncang,Tempe,290,270,Kg
2024-04-06,Pasar Parakanmuncang,tahu,285,270,Kg
2024-04-06,Pasar Parakanmuncang,pisang,250,200,Kg
2024-04-06,Pasar Parakanmuncang,jeruk,200,165,Kg
2024-04-06,Pasar Parakanmuncang,udang basah ukuran sedang,25,22,Kg
2024-04-06,Pasar Conggeang,Beras Premium,75,56,kg
2024-04-06,Pasar Conggeang,Beras Medium,100,90,kg
2024-04-06,Pasar Conggeang,Gula Pasir,127,86,kg
2024-04-06,Pasar Conggeang,Daging Sapi Murni,45,40,kg
2024-04-06,Pasar Conggeang,Daging Ayam Ras,127,93,kg
2024-04-06,Pasar Conggeang,Telur Ayam Ras,145,118,kg
2024-04-06,Pasar Conggeang,Cabe Merah Keriting,148,135,kg
2024-04-06,Pasar Conggeang,Cabe Merah Biasa,146,112,kg
2024-04-06,Pasar Conggeang,Cabe Rawit Merah Domba,194,134,kg
2024-04-06,Pasar Conggeang,Cabe Rawit Hijau,196,125,kg
2024-04-06,Pasar Conggeang,Bawang Merah,147,136,kg
2024-04-06,Pasar Conggeang,Bawang Putih,108,96,kg
2024-04-06,Pasar Conggeang,Garam Beryodium Halus Kemasan,116,93,kg
2024-04-06,Pasar Conggeang,Kacang Kedelai Impor,32,25,kg
2024-04-06,Pasar Conggeang,Kacang Tanah,108,93,kg
2024-04-06,Pasar Conggeang,Kacang Hijau,164,128,kg
2024-04-06,Pasar Conggeang,Ikan Asin Teri,45,30,kg
2024-04-06,Pasar Conggeang,Ikan Kembung,72,64,kg
2024-04-06,Pasar Conggeang,Ubi Jalar,167,131,kg
2024-04-06,Pasar Conggeang,Kentang,172,142,kg
2024-04-06,Pasar Conggeang,Ikan Bandeng Segar,75,55,kg
2024-04-06,Pasar Conggeang,Terigu non Kemasan,146,122,kg
2024-04-06,Pasar Conggeang,Tempe,76,57,Kg
2024-04-06,Pasar Conggeang,Tepung Terigu Kemasan,166,150,Kg
2024-04-06,Pasar Conggeang,tahu,78,66,Kg
2024-04-06,Pasar Conggeang,pisang,20,13,Kg
2024-04-06,Pasar Conggeang,jeruk,151,127,Kg
2024-04-06,Pasar Tanjungsari,Beras Premium,15000,1500,kg
2024-04-06,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-04-06,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-04-06,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-04-06,Pasar Tanjungsari,Daging Ayam Ras,1000,800,kg
2024-04-06,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-04-06,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-04-06,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-04-06,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-04-06,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-04-06,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-04-06,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-04-06,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-04-06,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-04-06,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-04-06,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-04-06,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-04-06,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-04-06,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-04-06,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-04-06,Pasar Tanjungsari,Kentang,1440,720,kg
2024-04-06,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-04-06,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-04-06,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-04-06,Pasar Tanjungsari,Tempe,330,264,Kg
2024-04-06,Pasar Tanjungsari,tahu,330,264,Kg
2024-04-06,Pasar Tanjungsari,pisang,140,70,Kg
2024-04-06,Pasar Tanjungsari,jeruk,175,105,Kg
2024-04-06,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-04-06,Pasar Buahdua,Beras Premium,30,25,kg
2024-04-06,Pasar Buahdua,Beras Medium,20,15,kg
2024-04-06,Pasar Buahdua,Daging Ayam Ras,350,300,kg
2024-04-06,Pasar Buahdua,Telur Ayam Ras,50,40,kg
2024-04-06,Pasar Buahdua,Garam Beryodium Halus Kemasan,25,15,kg
2024-04-06,Pasar Buahdua,Kacang Kedelai Impor,5,2,kg
2024-04-06,Pasar Buahdua,Kacang Tanah,15,10,kg
2024-04-06,Pasar Buahdua,Kacang Hijau,10,5,kg
2024-04-06,Pasar Buahdua,Ubi Jalar,25,20,kg
2024-04-06,Pasar Buahdua,Terigu non Kemasan,60,40,kg
2024-04-06,Pasar Buahdua,Tempe,25,22,Kg
2024-04-06,Pasar Buahdua,tahu,25,24,Kg
2024-04-06,Pasar Buahdua,jeruk,20,15,Kg
2024-04-06,Pasar Buahdua,Cabe Merah Keriting,10,7,kg
2024-04-06,Pasar Buahdua,Cabe Rawit Merah Domba,12,10,kg
2024-04-06,Pasar Buahdua,Bawang Merah,15,8,kg
2024-04-06,Pasar Buahdua,Bawang Putih,10,8,kg
2024-04-06,Pasar Buahdua,Cabe Merah Biasa,5,2,kg
2024-04-06,Pasar Buahdua,Cabe Rawit Hijau,10,5,kg
2024-04-07,Pasar Wado,Beras Premium,2100,450,kg
2024-04-07,Pasar Wado,Gula Pasir,250,230,kg
2024-04-07,Pasar Wado,Daging Sapi Murni,220,150,kg
2024-04-07,Pasar Wado,Daging Ayam Ras,400,379,kg
2024-04-07,Pasar Wado,Telur Ayam Ras,350,300,kg
2024-04-07,Pasar Wado,Cabe Merah Keriting,150,128,kg
2024-04-07,Pasar Wado,Cabe Merah Biasa,25,23,kg
2024-04-07,Pasar Wado,Cabe Rawit Merah Domba,150,135,kg
2024-04-07,Pasar Wado,Cabe Rawit Hijau,150,140,kg
2024-04-07,Pasar Wado,Bawang Merah,200,150,kg
2024-04-07,Pasar Wado,Bawang Putih,150,125,kg
2024-04-07,Pasar Inpres,Beras Premium,2000,680,kg
2024-04-07,Pasar Inpres,Beras Medium,2000,780,kg
2024-04-07,Pasar Inpres,Gula Pasir,0,0,kg
2024-04-07,Pasar Inpres,Daging Sapi Murni,2000,1890,kg
2024-04-07,Pasar Inpres,Daging Ayam Ras,2500,1780,kg
2024-04-07,Pasar Inpres,Telur Ayam Ras,5000,1530,kg
2024-04-07,Pasar Inpres,Cabe Merah Keriting,400,145,kg
2024-04-07,Pasar Inpres,Cabe Merah Biasa,500,260,kg
2024-04-07,Pasar Inpres,Cabe Rawit Merah Domba,500,153,kg
2024-04-07,Pasar Inpres,Cabe Rawit Hijau,500,210,kg
2024-04-07,Pasar Inpres,Bawang Merah,0,0,kg
2024-04-07,Pasar Inpres,Bawang Putih,0,0,kg
2024-04-07,Pasar Inpres,Bawang Putih,0,0,kg
2024-04-07,Pasar Inpres,Garam Beryodium Halus Kemasan,0,0,kg
2024-04-07,Pasar Inpres,Kacang Kedelai Impor,0,0,kg
2024-04-07,Pasar Inpres,Kacang Tanah,0,0,kg
2024-04-07,Pasar Inpres,Kacang Hijau,0,0,kg
2024-04-07,Pasar Inpres,Ikan Asin Teri,0,0,kg
2024-04-07,Pasar Inpres,Ikan Kembung,0,0,kg
2024-04-07,Pasar Inpres,Ketela Pohon,0,0,kg
2024-04-07,Pasar Inpres,Ubi Jalar,0,0,kg
2024-04-07,Pasar Inpres,Jagung Pipilan Kering,0,0,kg
2024-04-07,Pasar Inpres,Kentang,0,0,kg
2024-04-07,Pasar Inpres,Ikan Bandeng Segar,0,0,kg
2024-04-07,Pasar Inpres,Ikan Tongkol Segar,0,0,kg
2024-04-07,Pasar Inpres,Terigu non Kemasan,2000,750,kg
2024-04-07,Pasar Inpres,Tempe,0,0,Kg
2024-04-07,Pasar Inpres,Tepung Terigu Kemasan,1000,680,Kg
2024-04-07,Pasar Inpres,tahu,0,0,Kg
2024-04-07,Pasar Inpres,pisang,0,0,Kg
2024-04-07,Pasar Inpres,jeruk,0,0,Kg
2024-04-07,Pasar Inpres,udang basah ukuran sedang,0,0,Kg
2024-04-07,Pasar Wado,Garam Beryodium Halus Kemasan,80,40,kg
2024-04-07,Pasar Wado,Kacang Kedelai Impor,20,15,kg
2024-04-07,Pasar Wado,Kacang Tanah,100,75,kg
2024-04-07,Pasar Wado,Kacang Hijau,20,15,kg
2024-04-07,Pasar Parakanmuncang,Beras Premium,2800,2300,kg
2024-04-07,Pasar Wado,Ikan Asin Teri,30,26,kg
2024-04-07,Pasar Wado,Ikan Kembung,5,5,kg
2024-04-07,Pasar Parakanmuncang,Beras Medium,2600,2100,kg
2024-04-07,Pasar Wado,Ketela Pohon,15,10,kg
2024-04-07,Pasar Parakanmuncang,Gula Pasir,1750,1600,kg
2024-04-07,Pasar Wado,Ubi Jalar,150,115,kg
2024-04-07,Pasar Wado,Kentang,150,80,kg
2024-04-07,Pasar Wado,Terigu non Kemasan,300,285,kg
2024-04-07,Pasar Wado,Tempe,80,78,Kg
2024-04-07,Pasar Wado,Tepung Terigu Kemasan,300,265,Kg
2024-04-07,Pasar Wado,tahu,40,36,Kg
2024-04-07,Pasar Wado,pisang,10,7,Kg
2024-04-07,Pasar Wado,jeruk,150,95,Kg
2024-04-07,Pasar Wado,udang basah ukuran sedang,10,8,Kg
2024-04-07,Pasar Parakanmuncang,Telur Ayam Ras,1850,1750,kg
2024-04-07,Pasar Parakanmuncang,Garam Beryodium Halus Kemasan,350,300,kg
2024-04-07,Pasar Parakanmuncang,Kacang Kedelai Impor,200,165,kg
2024-04-07,Pasar Parakanmuncang,Kacang Tanah,265,225,kg
2024-04-07,Pasar Parakanmuncang,Kacang Hijau,200,150,kg
2024-04-07,Pasar Parakanmuncang,Daging Sapi Murni,550,500,kg
2024-04-07,Pasar Parakanmuncang,Daging Ayam Ras,2100,2000,kg
2024-04-07,Pasar Parakanmuncang,Bawang Putih,500,390,kg
2024-04-07,Pasar Parakanmuncang,Ikan Asin Teri,45,35,kg
2024-04-07,Pasar Parakanmuncang,Ikan Kembung,27,25,kg
2024-04-07,Pasar Parakanmuncang,Ketela Pohon,150,100,kg
2024-04-07,Pasar Parakanmuncang,Ubi Jalar,130,80,kg
2024-04-07,Pasar Parakanmuncang,Kentang,1650,1400,kg
2024-04-07,Pasar Parakanmuncang,Ikan Bandeng Segar,25,23,kg
2024-04-07,Pasar Parakanmuncang,Ikan Tongkol Segar,24,21,kg
2024-04-07,Pasar Parakanmuncang,Terigu non Kemasan,1850,1700,kg
2024-04-07,Pasar Parakanmuncang,Tempe,290,270,Kg
2024-04-07,Pasar Parakanmuncang,tahu,300,270,Kg
2024-04-07,Pasar Parakanmuncang,pisang,200,150,Kg
2024-04-07,Pasar Parakanmuncang,jeruk,200,150,Kg
2024-04-07,Pasar Parakanmuncang,udang basah ukuran sedang,26,24,Kg
2024-04-07,Pasar Tanjungsari,Beras Premium,15000,1500,kg
2024-04-07,Pasar Tanjungsari,Beras Medium,15000,3500,kg
2024-04-07,Pasar Tanjungsari,Gula Pasir,8250,3300,kg
2024-04-07,Pasar Conggeang,Beras Premium,72,53,kg
2024-04-07,Pasar Conggeang,Beras Medium,97,86,kg
2024-04-07,Pasar Conggeang,Gula Pasir,123,84,kg
2024-04-07,Pasar Tanjungsari,Daging Sapi Murni,640,560,kg
2024-04-07,Pasar Conggeang,Daging Sapi Murni,43,36,kg
2024-04-07,Pasar Tanjungsari,Daging Ayam Ras,1000,800,kg
2024-04-07,Pasar Conggeang,Daging Ayam Ras,124,90,kg
2024-04-07,Pasar Tanjungsari,Telur Ayam Ras,1000,300,kg
2024-04-07,Pasar Conggeang,Telur Ayam Ras,142,112,kg
2024-04-07,Pasar Conggeang,Cabe Merah Keriting,144,132,kg
2024-04-07,Pasar Tanjungsari,Cabe Merah Keriting,360,108,kg
2024-04-07,Pasar Conggeang,Cabe Merah Biasa,145,110,kg
2024-04-07,Pasar Tanjungsari,Cabe Merah Biasa,360,108,kg
2024-04-07,Pasar Conggeang,Cabe Rawit Merah Domba,190,131,kg
2024-04-07,Pasar Tanjungsari,Cabe Rawit Merah Domba,360,108,kg
2024-04-07,Pasar Conggeang,Cabe Rawit Hijau,193,122,kg
2024-04-07,Pasar Tanjungsari,Cabe Rawit Hijau,360,108,kg
2024-04-07,Pasar Conggeang,Bawang Merah,145,135,kg
2024-04-07,Pasar Conggeang,Bawang Putih,105,93,kg
2024-04-07,Pasar Tanjungsari,Bawang Merah,720,360,kg
2024-04-07,Pasar Conggeang,Garam Beryodium Halus Kemasan,115,92,kg
2024-04-07,Pasar Conggeang,Kacang Kedelai Impor,34,24,kg
2024-04-07,Pasar Tanjungsari,Bawang Putih,720,360,kg
2024-04-07,Pasar Conggeang,Kacang Tanah,105,91,kg
2024-04-07,Pasar Conggeang,Kacang Hijau,163,126,kg
2024-04-07,Pasar Conggeang,Ikan Asin Teri,40,27,kg
2024-04-07,Pasar Conggeang,Ikan Kembung,70,63,kg
2024-04-07,Pasar Conggeang,Ubi Jalar,164,130,kg
2024-04-07,Pasar Conggeang,Kentang,170,139,kg
2024-04-07,Pasar Tanjungsari,Garam Beryodium Halus Kemasan,13200,6600,kg
2024-04-07,Pasar Conggeang,Ikan Bandeng Segar,76,57,kg
2024-04-07,Pasar Conggeang,Terigu non Kemasan,145,121,kg
2024-04-07,Pasar Tanjungsari,Kacang Kedelai Impor,2000,200,kg
2024-04-07,Pasar Conggeang,Tempe,73,58,Kg
2024-04-07,Pasar Conggeang,Tepung Terigu Kemasan,170,152,Kg
2024-04-07,Pasar Conggeang,tahu,75,62,Kg
2024-04-07,Pasar Tanjungsari,Kacang Tanah,1650,825,kg
2024-04-07,Pasar Conggeang,pisang,20,14,Kg
2024-04-07,Pasar Conggeang,jeruk,150,124,Kg
2024-04-07,Pasar Tanjungsari,Kacang Hijau,1650,825,kg
2024-04-07,Pasar Tanjungsari,Ikan Asin Teri,105,42,kg
2024-04-07,Pasar Tanjungsari,Ikan Kembung,70,63,kg
2024-04-07,Pasar Tanjungsari,Ketela Pohon,320,160,kg
2024-04-07,Pasar Tanjungsari,Ubi Jalar,320,160,kg
2024-04-07,Pasar Tanjungsari,Kentang,1440,720,kg
2024-04-07,Pasar Tanjungsari,Ikan Bandeng Segar,70,56,kg
2024-04-07,Pasar Tanjungsari,Ikan Tongkol Segar,70,63,kg
2024-04-07,Pasar Tanjungsari,Terigu non Kemasan,8250,5775,kg
2024-04-07,Pasar Tanjungsari,Tempe,330,264,Kg
2024-04-07,Pasar Tanjungsari,tahu,320,160,Kg
2024-04-07,Pasar Tanjungsari,pisang,140,70,Kg
2024-04-07,Pasar Tanjungsari,jeruk,175,105,Kg
2024-04-07,Pasar Tanjungsari,udang basah ukuran sedang,70,63,Kg
2024-04-07,Pasar Darmaraja,Beras Premium,1000,550,kg
2024-04-07,Pasar Darmaraja,Beras Medium,900,450,kg
2024-04-07,Pasar Darmaraja,Gula Pasir,350,375,kg
2024-04-07,Pasar Darmaraja,Daging Sapi Murni,38,30,kg
